user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,age_group,pages_per_minute
4670,42,Male,Desktop,24.34,5,7,1,1,0,0,28.04,55.11,1,Millennials / Young Adults,0.21
4671,49,Male,Tablet,16.01,9,3,1,1,1,1,22.25,38.38,1,Gen X / Middle Aged,0.56
4672,57,Male,Mobile,20.87,9,7,7,1,1,0,12.94,17.96,1,Gen X / Middle Aged,0.43
4673,30,Female,Mobile,27.53,2,14,8,0,1,1,18.79,51.94,1,Millennials / Young Adults,0.07
4674,34,Male,Mobile,16.69,7,3,8,0,1,1,13.84,6.09,1,Millennials / Young Adults,0.42
4675,54,Female,Mobile,15.59,1,14,7,0,0,0,17.93,5.88,1,Gen X / Middle Aged,0.06
4676,23,Unknown,Desktop,9.43,2,6,0,1,1,0,9.65,61.34,1,Gen Z / Youth,0.21
4677,36,Male,Desktop,9.85,12,12,4,0,1,1,11.94,48.05,1,Millennials / Young Adults,1.22
4678,30,Female,Tablet,24.1,6,5,6,0,1,1,12.81,50.61,1,Millennials / Young Adults,0.25
4679,43,Female,Mobile,14.02,19,9,9,0,1,0,18.37,31.87,1,Millennials / Young Adults,1.36
4680,31,Female,Mobile,5.74,16,0,5,0,1,0,8.54,79.06,1,Millennials / Young Adults,2.79
4681,48,Female,Mobile,3.74,4,12,0,1,0,1,2.04,20.12,0,Gen X / Middle Aged,1.07
4682,39,Female,Mobile,14.71,18,10,9,0,0,1,14.64,58.61,1,Millennials / Young Adults,1.22
4683,56,Male,Mobile,14.48,5,7,5,1,0,0,17.95,86.05,1,Gen X / Middle Aged,0.35
4684,25,Female,Mobile,19.95,18,5,3,0,1,0,19.48,83.41,1,Gen Z / Youth,0.9
4685,42,Female,Mobile,14.66,6,1,2,1,1,1,16.02,2.86,1,Millennials / Young Adults,0.41
4686,30,Male,Mobile,5.16,14,4,3,0,0,0,7.33,27.9,1,Millennials / Young Adults,2.71
4687,49,Male,Mobile,15.73,17,11,7,0,1,1,16.36,71.47,1,Gen X / Middle Aged,1.08
4688,55,Female,Mobile,27.3,18,1,5,1,0,1,20.11,74.07,1,Gen X / Middle Aged,0.66
4689,55,Female,Mobile,5.62,10,9,8,0,0,0,6.96,48.27,1,Gen X / Middle Aged,1.78
4690,45,Female,Mobile,21.0,19,6,4,0,1,1,18.38,20.25,1,Millennials / Young Adults,0.9
4691,47,Male,Mobile,18.22,18,14,8,1,1,0,14.3,27.9,1,Gen X / Middle Aged,0.99
4692,20,Female,Mobile,22.71,4,10,3,1,0,1,17.0,80.1,1,Gen Z / Youth,0.18
4693,45,Male,Mobile,5.37,15,9,3,0,0,0,3.11,19.22,1,Millennials / Young Adults,2.79
4694,20,Male,Mobile,28.31,6,5,5,0,0,0,40.57,94.23,1,Gen Z / Youth,0.21
4695,51,Male,Mobile,19.01,6,6,9,0,1,0,20.21,50.09,1,Gen X / Middle Aged,0.32
4696,33,Male,Desktop,25.57,3,14,6,0,1,1,14.305,28.34,1,Millennials / Young Adults,0.12
4697,39,Female,Desktop,8.15,9,5,1,0,1,0,11.1,38.96,1,Millennials / Young Adults,1.1
4698,49,Male,Desktop,22.44,11,9,3,1,0,1,11.9,25.65,1,Gen X / Middle Aged,0.49
4699,55,Male,Mobile,23.65,5,0,7,0,1,1,17.67,38.43,1,Gen X / Middle Aged,0.21
4700,25,Female,Mobile,12.53,14,14,8,0,1,1,10.22,13.08,1,Gen Z / Youth,1.12
4701,25,Male,Desktop,12.13,2,2,4,0,0,0,12.01,82.32,1,Gen Z / Youth,0.16
4702,23,Female,Mobile,20.08,19,14,5,0,0,1,24.42,96.37,1,Gen Z / Youth,0.95
4703,31,Male,Desktop,3.71,8,9,9,0,0,1,4.38,65.91,1,Millennials / Young Adults,2.16
4704,49,Female,Mobile,22.33,13,1,6,1,0,0,33.21,80.86,1,Gen X / Middle Aged,0.58
4705,52,Male,Mobile,2.24,19,0,6,0,1,1,3.19,22.81,1,Gen X / Middle Aged,8.48
4706,27,Male,Desktop,6.53,10,0,2,0,0,1,4.48,6.28,1,Millennials / Young Adults,1.53
4707,20,Female,Mobile,20.26,15,3,1,1,1,0,27.55,62.71,1,Gen Z / Youth,0.74
4708,29,Male,Mobile,3.85,4,10,9,0,1,0,5.17,81.76,1,Millennials / Young Adults,1.04
4709,48,Male,Mobile,29.18,4,0,7,0,1,1,31.36,83.43,1,Gen X / Middle Aged,0.14
4710,46,Female,Mobile,26.18,18,1,8,0,0,0,21.94,53.28,1,Gen X / Middle Aged,0.69
4711,22,Male,Mobile,19.16,19,0,7,1,0,0,13.58,62.21,1,Gen Z / Youth,0.99
4713,58,Female,Desktop,26.74,15,11,1,1,0,0,22.4,83.07,1,Gen X / Middle Aged,0.56
4714,48,Female,Desktop,8.52,12,11,3,0,1,0,8.55,69.76,1,Gen X / Middle Aged,1.41
4715,38,Female,Mobile,25.63,4,5,5,0,1,0,27.78,18.59,1,Millennials / Young Adults,0.16
4716,37,Female,Tablet,6.65,3,10,7,0,0,0,5.49,27.94,1,Millennials / Young Adults,0.45
4717,56,Female,Mobile,12.99,5,3,1,0,0,1,11.13,15.19,1,Gen X / Middle Aged,0.38
4718,39,Male,Mobile,17.19,17,7,7,1,1,0,8.83,50.57,1,Millennials / Young Adults,0.99
4719,21,Female,Desktop,21.7,5,10,0,1,1,0,14.305,20.22,1,Gen Z / Youth,0.23
4720,30,Male,Desktop,1.87,4,4,5,0,0,1,2.63,15.88,1,Millennials / Young Adults,2.14
4721,59,Female,Desktop,9.42,7,13,7,1,1,0,4.84,16.04,1,Gen X / Middle Aged,0.74
4722,37,Male,Mobile,18.65,7,9,7,0,0,1,9.94,26.59,1,Millennials / Young Adults,0.38
4723,30,Male,Mobile,11.36,7,4,6,0,1,0,8.02,80.9,1,Millennials / Young Adults,0.62
4724,34,Female,Desktop,23.48,17,10,6,1,0,0,29.19,93.83,1,Millennials / Young Adults,0.72
4725,53,Male,Mobile,19.9,15,10,9,1,1,0,23.46,99.59,1,Gen X / Middle Aged,0.75
4726,39,Male,Desktop,7.8,7,7,8,1,0,0,8.95,4.03,1,Millennials / Young Adults,0.9
4727,18,Female,Mobile,5.23,15,7,1,0,0,1,5.62,56.89,1,Gen Z / Youth,2.87
4728,32,Female,Desktop,19.24,4,9,0,0,1,1,13.5,26.64,1,Millennials / Young Adults,0.21
4729,30,Female,Mobile,14.06,2,5,1,1,0,0,12.62,98.89,1,Millennials / Young Adults,0.14
4730,34,Female,Mobile,5.9,13,5,2,1,1,1,5.77,98.43,1,Millennials / Young Adults,2.2
4731,41,Male,Mobile,10.46,12,2,8,1,0,1,11.32,93.41,1,Millennials / Young Adults,1.15
4732,25,Male,Desktop,9.79,10,12,9,1,0,0,6.84,1.42,1,Gen Z / Youth,1.02
4733,44,Male,Desktop,4.14,19,5,6,0,0,1,5.09,15.45,1,Millennials / Young Adults,4.59
4734,39,Male,Mobile,16.86,15,9,5,0,0,1,13.64,55.25,1,Millennials / Young Adults,0.89
4735,25,Male,Desktop,23.15,17,12,4,0,0,1,26.86,18.73,1,Gen Z / Youth,0.73
4736,25,Male,Mobile,17.69,6,6,5,1,0,0,17.94,85.49,1,Gen Z / Youth,0.34
4737,43,Female,Mobile,24.96,5,1,1,1,1,0,27.26,69.97,1,Millennials / Young Adults,0.2
4738,30,Male,Mobile,4.7,13,2,0,0,0,0,4.29,18.41,1,Millennials / Young Adults,2.77
4739,56,Male,Mobile,13.63,14,5,0,0,1,0,12.88,81.84,1,Gen X / Middle Aged,1.03
4740,54,Male,Mobile,18.67,14,9,2,1,1,0,25.54,49.83,1,Gen X / Middle Aged,0.75
4741,45,Female,Mobile,20.6,15,8,0,0,1,0,20.1,70.97,1,Millennials / Young Adults,0.73
4742,42,Female,Desktop,21.18,16,12,8,1,1,0,27.4,13.98,1,Millennials / Young Adults,0.76
4743,33,Female,Desktop,22.14,10,8,9,0,1,0,19.82,51.79,1,Millennials / Young Adults,0.45
4744,19,Female,Desktop,19.89,1,7,4,0,1,1,23.88,77.63,1,Gen Z / Youth,0.05
4745,35,Male,Mobile,3.73,11,7,8,1,0,1,14.305,34.56,1,Millennials / Young Adults,2.95
4746,34,Male,Tablet,21.16,7,8,4,1,1,0,29.98,18.68,1,Millennials / Young Adults,0.33
4747,47,Male,Desktop,22.02,17,10,0,0,0,0,32.31,63.95,1,Gen X / Middle Aged,0.77
4748,56,Female,Mobile,29.81,4,14,6,1,0,0,41.77,64.41,1,Gen X / Middle Aged,0.13
4749,30,Male,Desktop,21.11,7,10,6,1,0,1,17.87,20.43,1,Millennials / Young Adults,0.33
4750,49,Male,Mobile,20.92,3,8,3,1,0,0,16.24,6.94,1,Gen X / Middle Aged,0.14
4751,46,Male,Mobile,15.93,14,9,2,1,0,1,10.87,16.65,1,Gen X / Middle Aged,0.88
4752,47,Female,Mobile,26.17,18,10,0,0,1,0,35.93,27.55,1,Gen X / Middle Aged,0.69
4753,35,Female,Mobile,29.91,18,12,6,0,0,0,18.5,3.63,1,Millennials / Young Adults,0.6
4754,30,Female,Desktop,23.59,1,8,4,0,0,1,26.95,92.27,1,Millennials / Young Adults,0.04
4755,38,Male,Mobile,18.76,6,4,9,0,1,1,15.6,23.05,1,Millennials / Young Adults,0.32
4756,47,Unknown,Mobile,3.29,9,14,0,0,0,1,2.26,73.89,1,Gen X / Middle Aged,2.74
4757,38,Male,Tablet,22.08,2,5,0,0,0,1,15.11,41.47,1,Millennials / Young Adults,0.09
4759,57,Female,Desktop,23.49,4,7,2,0,1,1,31.94,53.69,1,Gen X / Middle Aged,0.17
4760,36,Male,Mobile,4.61,10,12,1,1,0,0,3.56,77.28,1,Millennials / Young Adults,2.17
4761,39,Female,Mobile,19.96,1,0,7,1,0,0,10.65,78.79,1,Millennials / Young Adults,0.05
4762,26,Male,Desktop,9.58,11,3,7,1,0,1,13.12,14.13,1,Millennials / Young Adults,1.15
4763,27,Female,Mobile,23.05,9,14,5,0,0,0,12.85,30.33,1,Millennials / Young Adults,0.39
4764,48,Male,Unknown,7.97,19,13,4,0,1,0,4.66,57.3,1,Gen X / Middle Aged,2.38
4765,40,Male,Mobile,20.84,11,10,5,1,1,0,27.55,33.04,1,Millennials / Young Adults,0.53
4766,47,Female,Mobile,9.55,4,12,0,0,0,1,12.58,13.28,1,Gen X / Middle Aged,0.42
4767,50,Female,Mobile,1.26,5,0,1,0,0,1,0.89,40.84,1,Gen X / Middle Aged,3.97
4768,26,Male,Mobile,19.37,17,11,6,1,0,1,10.43,21.84,1,Millennials / Young Adults,0.88
4769,18,Male,Mobile,4.28,18,0,0,1,0,0,14.305,14.35,1,Gen Z / Youth,4.21
4770,52,Male,Mobile,20.12,5,2,7,0,0,0,19.18,30.4,1,Gen X / Middle Aged,0.25
4771,28,Female,Mobile,27.84,18,6,2,0,0,1,25.56,29.97,1,Millennials / Young Adults,0.65
4772,51,Male,Mobile,29.11,17,14,3,0,1,1,19.86,9.72,1,Gen X / Middle Aged,0.58
4773,33,Female,Desktop,7.84,10,0,6,0,0,1,11.05,58.41,1,Millennials / Young Adults,1.28
4774,26,Male,Desktop,24.47,11,6,9,1,1,1,25.75,31.43,1,Millennials / Young Adults,0.45
4775,49,Male,Mobile,11.25,17,9,6,0,0,0,14.71,17.33,1,Gen X / Middle Aged,1.51
4776,32,Male,Mobile,27.11,8,13,1,1,1,0,16.37,81.86,1,Millennials / Young Adults,0.3
4777,29,Male,Mobile,23.84,8,9,4,1,0,0,35.13,0.26,1,Millennials / Young Adults,0.34
4778,50,Female,Mobile,3.14,2,14,7,1,1,0,4.11,45.43,1,Gen X / Middle Aged,0.64
4779,31,Female,Mobile,12.81,7,12,8,1,1,1,10.09,43.49,1,Millennials / Young Adults,0.55
4780,25,Male,Unknown,10.78,6,0,4,0,0,1,5.61,67.11,1,Gen Z / Youth,0.56
4781,39,Unknown,Desktop,23.77,18,8,1,1,0,0,15.8,38.94,1,Millennials / Young Adults,0.76
4783,29,Female,Mobile,20.85,18,12,4,0,0,0,10.49,90.85,1,Millennials / Young Adults,0.86
4784,18,Male,Mobile,18.47,12,14,5,1,0,1,9.99,16.83,1,Gen Z / Youth,0.65
4785,57,Unknown,Desktop,29.29,7,5,5,1,1,1,17.53,10.55,1,Gen X / Middle Aged,0.24
4786,59,Female,Mobile,28.2,7,14,0,0,0,0,36.93,74.68,1,Gen X / Middle Aged,0.25
4787,28,Female,Desktop,13.4,1,11,5,1,1,0,14.03,74.29,1,Millennials / Young Adults,0.07
4788,56,Female,Mobile,21.98,10,8,9,1,1,0,15.19,91.96,1,Gen X / Middle Aged,0.45
4789,48,Male,Desktop,25.05,10,7,0,0,0,0,19.15,98.32,1,Gen X / Middle Aged,0.4
4790,34,Male,Tablet,27.07,12,2,4,1,0,0,30.92,38.44,1,Millennials / Young Adults,0.44
4791,50,Female,Tablet,2.98,3,2,6,1,0,1,2.44,37.74,1,Gen X / Middle Aged,1.01
4792,49,Male,Mobile,9.76,3,4,7,1,0,1,11.54,90.47,1,Gen X / Middle Aged,0.31
4793,46,Male,Mobile,10.29,13,12,4,0,1,1,13.15,86.07,1,Gen X / Middle Aged,1.26
4794,38,Male,Mobile,13.6,13,12,1,1,1,0,10.97,37.54,1,Millennials / Young Adults,0.96
4795,38,Female,Tablet,5.91,6,6,2,0,1,0,5.12,7.63,1,Millennials / Young Adults,1.02
4796,57,Male,Mobile,15.39,3,2,6,0,1,0,8.47,58.12,1,Gen X / Middle Aged,0.19
4797,40,Male,Mobile,20.23,15,3,9,1,0,1,26.7,26.87,1,Millennials / Young Adults,0.74
4798,23,Male,Mobile,15.42,9,13,3,0,1,1,17.06,90.86,1,Gen Z / Youth,0.58
4799,39,Male,Mobile,20.31,6,1,0,1,0,1,28.2,80.61,1,Millennials / Young Adults,0.3
4800,55,Male,Mobile,2.93,6,8,2,1,1,1,2.02,90.1,1,Gen X / Middle Aged,2.05
4801,54,Male,Mobile,26.4,8,9,9,0,1,0,38.56,8.09,1,Gen X / Middle Aged,0.3
4802,25,Male,Mobile,28.23,11,8,1,0,1,0,34.07,86.46,1,Gen Z / Youth,0.39
4803,58,Male,Mobile,18.92,19,12,8,1,1,1,13.18,59.31,1,Gen X / Middle Aged,1.0
4804,52,Male,Tablet,26.56,16,10,0,0,0,0,25.58,21.54,1,Gen X / Middle Aged,0.6
4805,28,Male,Desktop,4.81,9,1,8,0,0,0,5.77,30.13,1,Millennials / Young Adults,1.87
4806,41,Female,Desktop,24.13,11,4,9,0,1,1,12.47,45.66,1,Millennials / Young Adults,0.46
4807,38,Male,Mobile,4.46,16,0,4,1,0,1,5.71,62.76,1,Millennials / Young Adults,3.59
4808,19,Female,Desktop,12.83,6,7,5,1,1,1,18.57,23.27,1,Gen Z / Youth,0.47
4810,36,Female,Mobile,17.98,16,13,5,1,1,0,25.14,89.22,1,Millennials / Young Adults,0.89
4812,45,Male,Mobile,19.48,1,9,8,0,1,0,19.78,76.68,1,Millennials / Young Adults,0.05
4813,34,Female,Mobile,11.65,18,1,9,0,0,1,15.61,49.315,1,Millennials / Young Adults,1.55
4814,23,Female,Tablet,25.96,8,1,6,1,0,0,28.29,76.6,1,Gen Z / Youth,0.31
4815,36,Female,Mobile,19.38,10,9,2,1,0,0,16.5,92.41,1,Millennials / Young Adults,0.52
4816,55,Male,Mobile,7.24,2,4,6,0,1,0,8.92,84.37,1,Gen X / Middle Aged,0.28
4817,45,Female,Mobile,10.75,9,6,4,1,1,0,6.86,38.86,1,Millennials / Young Adults,0.84
4818,19,Female,Mobile,25.58,4,8,8,1,0,0,29.83,47.13,1,Gen Z / Youth,0.16
4819,55,Male,Mobile,12.21,11,8,7,0,1,0,15.56,60.46,1,Gen X / Middle Aged,0.9
4820,54,Female,Mobile,16.54,10,11,9,1,1,0,13.81,47.56,1,Gen X / Middle Aged,0.6
4821,21,Female,Desktop,19.82,14,14,5,1,1,0,29.14,29.69,1,Gen Z / Youth,0.71
4822,39,Female,Mobile,11.09,7,14,4,1,1,1,12.65,86.12,1,Millennials / Young Adults,0.63
4823,43,Male,Mobile,9.53,19,10,9,1,1,0,5.68,80.34,1,Millennials / Young Adults,1.99
4824,53,Female,Desktop,14.78,6,5,1,0,0,1,21.67,38.99,1,Gen X / Middle Aged,0.41
4825,30,Male,Desktop,7.23,16,1,2,1,0,1,8.99,11.47,1,Millennials / Young Adults,2.21
4826,49,Female,Desktop,9.24,19,5,2,1,0,0,11.05,0.49,1,Gen X / Middle Aged,2.06
4827,34,Female,Desktop,2.8,19,0,3,0,1,0,2.11,9.24,1,Millennials / Young Adults,6.79
4828,58,Female,Mobile,9.82,10,10,2,0,0,0,9.56,15.47,1,Gen X / Middle Aged,1.02
4829,53,Female,Mobile,10.3,12,10,6,1,1,1,14.43,65.78,1,Gen X / Middle Aged,1.17
4830,36,Male,Desktop,28.89,15,12,5,1,1,0,23.35,21.96,1,Millennials / Young Adults,0.52
4831,52,Female,Desktop,18.1,8,1,7,0,0,0,16.71,63.48,1,Gen X / Middle Aged,0.44
4832,57,Male,Mobile,23.83,10,11,1,0,1,1,18.03,32.83,1,Gen X / Middle Aged,0.42
4833,45,Female,Mobile,2.32,8,2,1,0,0,0,1.66,89.51,0,Millennials / Young Adults,3.45
4834,18,Male,Desktop,4.09,16,4,5,0,0,0,2.22,46.91,1,Gen Z / Youth,3.91
4835,59,Female,Mobile,24.62,16,9,4,0,1,1,30.45,67.29,1,Gen X / Middle Aged,0.65
4836,35,Unknown,Mobile,19.08,2,7,6,0,0,1,11.27,46.09,1,Millennials / Young Adults,0.1
4837,39,Male,Mobile,6.54,17,11,8,0,0,0,6.74,91.25,1,Millennials / Young Adults,2.6
4838,39,Male,Desktop,12.74,5,9,4,0,1,0,7.0,68.74,1,Millennials / Young Adults,0.39
4839,29,Male,Tablet,16.62,5,12,0,1,0,0,24.66,64.22,1,Millennials / Young Adults,0.3
4840,25,Male,Mobile,25.46,12,13,2,1,0,0,30.79,59.23,1,Gen Z / Youth,0.47
4841,41,Female,Mobile,2.75,7,12,7,1,1,1,3.11,98.86,1,Millennials / Young Adults,2.55
4842,33,Male,Mobile,18.3,5,12,2,1,0,1,12.56,68.48,1,Millennials / Young Adults,0.27
4843,21,Male,Mobile,21.79,4,4,6,1,1,0,22.4,75.41,1,Gen Z / Youth,0.18
4844,55,Male,Mobile,29.36,17,4,9,1,1,0,29.46,8.17,1,Gen X / Middle Aged,0.58
4845,44,Female,Mobile,24.41,6,3,2,0,0,0,20.96,81.42,1,Millennials / Young Adults,0.25
4846,39,Female,Mobile,9.01,14,2,1,1,1,1,5.91,49.315,1,Millennials / Young Adults,1.55
4848,29,Female,Desktop,23.14,4,10,5,1,0,1,25.66,58.17,1,Millennials / Young Adults,0.17
4849,39,Male,Mobile,22.16,10,6,1,1,1,0,21.88,62.56,1,Millennials / Young Adults,0.45
4850,41,Female,Mobile,24.78,16,0,9,1,1,1,26.52,26.02,1,Millennials / Young Adults,0.65
4851,31,Male,Tablet,15.76,16,6,4,1,0,0,29.17,43.71,1,Millennials / Young Adults,1.02
4852,42,Female,Mobile,3.85,16,2,4,1,0,1,2.87,72.13,1,Millennials / Young Adults,4.16
4853,51,Male,Desktop,4.04,6,12,4,1,1,0,2.47,22.58,1,Gen X / Middle Aged,1.49
4854,20,Male,Mobile,24.1,15,2,5,1,1,1,24.62,83.61,1,Gen Z / Youth,0.62
4855,41,Male,Desktop,8.32,3,14,2,1,0,1,11.58,7.75,1,Millennials / Young Adults,0.36
4856,59,Male,Desktop,2.7,9,5,9,0,1,0,4.04,58.12,1,Gen X / Middle Aged,3.33
4857,26,Male,Desktop,12.64,1,14,4,1,0,0,16.25,37.97,1,Millennials / Young Adults,0.08
4858,43,Female,Desktop,24.78,11,5,7,1,1,1,17.87,5.33,1,Millennials / Young Adults,0.44
4859,37,Unknown,Tablet,4.67,6,10,3,1,1,1,5.28,77.45,1,Millennials / Young Adults,1.28
4860,57,Male,Mobile,20.48,5,12,4,0,1,0,15.13,54.65,1,Gen X / Middle Aged,0.24
4861,27,Male,Mobile,1.1,18,7,0,0,1,1,1.18,71.53,1,Millennials / Young Adults,16.36
4862,36,Male,Mobile,4.18,12,3,0,0,1,1,4.1,38.01,1,Millennials / Young Adults,2.87
4863,20,Female,Desktop,11.17,7,4,7,0,1,0,9.85,85.96,1,Gen Z / Youth,0.63
4864,41,Female,Desktop,3.42,2,2,1,0,0,1,3.9,8.37,1,Millennials / Young Adults,0.58
4865,22,Male,Mobile,25.53,7,2,9,0,1,0,34.66,23.34,1,Gen Z / Youth,0.27
4866,20,Male,Mobile,26.06,9,8,9,1,1,0,21.82,79.46,1,Gen Z / Youth,0.35
4867,39,Male,Desktop,22.91,8,4,6,1,1,0,22.6,95.47,1,Millennials / Young Adults,0.35
4868,39,Male,Mobile,8.03,9,7,6,1,0,1,7.68,84.64,1,Millennials / Young Adults,1.12
4869,32,Female,Mobile,16.17,10,8,8,1,1,1,12.11,23.09,1,Millennials / Young Adults,0.62
4870,52,Female,Desktop,6.34,12,9,5,0,0,1,5.84,34.85,1,Gen X / Middle Aged,1.89
4871,29,Male,Mobile,9.16,2,5,1,0,1,1,4.78,76.55,1,Millennials / Young Adults,0.22
4872,58,Male,Mobile,15.96,10,8,0,1,0,0,16.24,94.63,1,Gen X / Middle Aged,0.63
4873,43,Male,Mobile,22.32,3,13,0,1,1,0,27.25,28.92,1,Millennials / Young Adults,0.13
4874,51,Male,Mobile,3.74,1,10,3,0,1,1,3.24,38.63,1,Gen X / Middle Aged,0.27
4875,40,Male,Mobile,9.6,17,6,7,0,1,0,11.97,2.29,1,Millennials / Young Adults,1.77
4876,48,Female,Mobile,27.87,1,10,9,0,1,1,34.86,50.44,1,Gen X / Middle Aged,0.04
4877,37,Female,Mobile,13.44,5,9,7,1,1,1,19.95,8.82,1,Millennials / Young Adults,0.37
4878,29,Male,Mobile,28.23,14,9,8,0,1,0,29.53,8.56,1,Millennials / Young Adults,0.5
4879,40,Female,Mobile,29.75,6,6,1,0,0,1,26.9,76.13,1,Millennials / Young Adults,0.2
4880,21,Female,Mobile,16.27,9,4,6,1,1,0,18.54,34.39,1,Gen Z / Youth,0.55
4881,40,Female,Tablet,9.35,14,6,3,1,1,0,10.53,93.56,1,Millennials / Young Adults,1.5
4882,18,Male,Mobile,23.93,4,9,2,1,0,1,35.59,71.61,1,Gen Z / Youth,0.17
4883,42,Female,Desktop,5.62,1,3,3,1,0,0,6.79,29.48,1,Millennials / Young Adults,0.18
4884,19,Female,Desktop,8.31,6,10,3,0,1,0,6.7,68.19,1,Gen Z / Youth,0.72
4885,47,Male,Mobile,23.76,7,10,2,0,0,1,16.34,86.56,1,Gen X / Middle Aged,0.29
4886,20,Female,Desktop,13.58,6,5,8,1,0,0,17.56,43.6,1,Gen Z / Youth,0.44
4887,38,Male,Mobile,6.84,1,1,7,0,0,1,4.65,56.18,1,Millennials / Young Adults,0.15
4888,42,Female,Desktop,19.88,8,13,9,0,0,0,22.41,21.75,1,Millennials / Young Adults,0.4
4889,37,Male,Mobile,22.25,12,9,1,1,0,0,14.07,40.22,1,Millennials / Young Adults,0.54
4890,39,Male,Desktop,4.63,11,2,2,1,0,1,5.64,57.9,1,Millennials / Young Adults,2.38
4891,38,Unknown,Mobile,9.03,2,1,9,0,0,1,11.58,61.55,1,Millennials / Young Adults,0.22
4892,50,Female,Desktop,7.42,2,12,6,1,1,0,11.06,72.0,1,Gen X / Middle Aged,0.27
4893,55,Male,Mobile,12.02,2,9,4,1,1,1,17.48,95.74,1,Gen X / Middle Aged,0.17
4894,32,Male,Desktop,23.14,8,1,0,0,1,0,28.09,83.85,1,Millennials / Young Adults,0.35
4896,42,Female,Desktop,20.21,16,4,7,0,1,1,10.99,55.75,1,Millennials / Young Adults,0.79
4897,38,Female,Mobile,1.18,9,12,5,1,1,0,1.25,14.42,1,Millennials / Young Adults,7.63
4898,41,Female,Mobile,5.12,16,12,3,0,1,0,6.48,63.55,1,Millennials / Young Adults,3.12
4899,39,Male,Desktop,7.48,2,5,2,1,1,1,3.82,40.63,1,Millennials / Young Adults,0.27
4900,23,Male,Tablet,8.89,3,2,8,1,0,1,9.11,3.18,1,Gen Z / Youth,0.34
4901,40,Male,Mobile,5.25,2,14,8,0,0,1,7.26,19.49,1,Millennials / Young Adults,0.38
4902,21,Female,Tablet,12.9,19,9,3,0,0,1,14.67,49.315,1,Gen Z / Youth,1.47
4903,44,Female,Desktop,3.18,17,4,7,1,0,0,3.76,63.1,1,Millennials / Young Adults,5.35
4904,35,Male,Desktop,22.75,12,4,3,0,0,0,22.17,97.84,1,Millennials / Young Adults,0.53
4905,38,Male,Mobile,23.84,11,10,7,0,0,0,34.4,92.34,1,Millennials / Young Adults,0.46
4906,45,Male,Mobile,17.65,19,3,6,1,1,0,15.44,59.43,0,Millennials / Young Adults,1.08
4907,52,Male,Desktop,3.6,6,9,5,1,1,0,3.16,15.49,1,Gen X / Middle Aged,1.67
4908,39,Unknown,Mobile,26.81,10,3,6,0,0,0,27.29,33.63,1,Millennials / Young Adults,0.37
4909,57,Male,Mobile,29.0,14,11,5,1,1,1,31.49,23.3,1,Gen X / Middle Aged,0.48
4910,40,Female,Mobile,6.87,1,12,5,1,1,1,7.13,47.05,1,Millennials / Young Adults,0.15
4911,20,Male,Mobile,21.43,15,7,6,1,0,0,28.26,80.06,1,Gen Z / Youth,0.7
4912,57,Male,Desktop,25.42,6,5,3,0,1,0,33.92,82.18,1,Gen X / Middle Aged,0.24
4914,42,Male,Mobile,10.38,14,1,8,1,1,1,11.38,54.91,1,Millennials / Young Adults,1.35
4915,25,Male,Mobile,14.88,13,1,1,0,0,0,14.305,67.67,1,Gen Z / Youth,0.87
4916,28,Male,Mobile,15.86,16,1,8,1,0,1,17.44,39.66,1,Millennials / Young Adults,1.01
4917,22,Male,Mobile,12.62,1,5,4,0,0,0,14.99,90.54,1,Gen Z / Youth,0.08
4918,54,Female,Mobile,27.97,14,11,9,1,1,1,14.305,35.9,1,Gen X / Middle Aged,0.5
4919,55,Male,Desktop,22.57,13,0,0,0,1,0,30.84,49.01,1,Gen X / Middle Aged,0.58
4920,39,Female,Desktop,8.0,10,2,6,0,1,1,4.14,58.68,1,Millennials / Young Adults,1.25
4921,22,Female,Mobile,17.98,10,0,4,0,1,1,13.29,42.74,1,Gen Z / Youth,0.56
4922,26,Female,Desktop,20.97,4,3,2,1,0,1,28.58,96.36,1,Millennials / Young Adults,0.19
4923,19,Male,Mobile,5.06,10,12,2,0,0,0,5.91,76.05,1,Gen Z / Youth,1.98
4924,18,Male,Desktop,11.39,12,0,0,1,0,0,12.89,82.91,1,Gen Z / Youth,1.05
4925,57,Male,Mobile,27.26,6,8,6,1,1,1,37.07,75.26,1,Gen X / Middle Aged,0.22
4926,47,Male,Desktop,17.45,15,10,1,0,1,0,22.8,58.81,1,Gen X / Middle Aged,0.86
4927,28,Male,Mobile,7.29,5,11,7,1,0,1,9.12,2.82,1,Millennials / Young Adults,0.69
4928,45,Male,Mobile,4.56,10,10,3,0,1,1,2.5,76.47,1,Millennials / Young Adults,2.19
4929,29,Male,Mobile,16.03,9,12,3,0,0,1,20.54,61.27,1,Millennials / Young Adults,0.56
4930,56,Male,Mobile,16.88,10,5,4,1,1,1,11.83,8.07,1,Gen X / Middle Aged,0.59
4931,43,Male,Mobile,10.7,12,13,5,1,1,0,5.63,11.86,1,Millennials / Young Adults,1.12
4932,30,Male,Mobile,19.28,4,7,6,1,1,0,19.12,48.12,1,Millennials / Young Adults,0.21
4933,25,Female,Mobile,2.99,4,13,2,1,1,1,4.31,85.28,1,Gen Z / Youth,1.34
